Parameters,CoDACl Scores,CoDAPCA Scores,CLRPCA Scores,PCA Scores,Naive Scores,CoDACl Val Loss,CoDACl Train Loss
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 300 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.016877637130801686, 0.0211864406779661]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.9400892, dtype=float32), array(1.9233572, dtype=float32), array(1.9065455, dtype=float32), array(1.889451, dtype=float32), array(1.8718709, dtype=float32), array(1.853627, dtype=float32)]","[array(1.9167182, dtype=float32), array(1.8908151, dtype=float32), array(1.8646798, dtype=float32), array(1.8378023, dtype=float32), array(1.8097851, dtype=float32), array(1.780392, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 400 num_features 20 low_dimension 5","[0.15611814345991562, 0.02531645569620253, 0.4767932489451477, 0.0211864406779661]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(2.1012788, dtype=float32), array(2.0821252, dtype=float32), array(2.0636928, dtype=float32), array(2.0455594, dtype=float32), array(2.027131, dtype=float32), array(2.0079281, dtype=float32), array(1.9875787, dtype=float32), array(1.9658526, dtype=float32)]","[array(2.1221256, dtype=float32), array(2.095436, dtype=float32), array(2.069154, dtype=float32), array(2.0426824, dtype=float32), array(2.0152385, dtype=float32), array(1.9861485, dtype=float32), array(1.9548824, dtype=float32), array(1.9212865, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 500 num_features 20 low_dimension 5","[0.11814345991561181, 0.1518987341772152, 0.08438818565400844, 0.029661016949152543]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(2.0375516, dtype=float32), array(2.018686, dtype=float32), array(2.0001504, dtype=float32), array(1.9814354, dtype=float32), array(1.9621365, dtype=float32), array(1.9419498, dtype=float32), array(1.9204911, dtype=float32), array(1.8973093, dtype=float32), array(1.8719665, dtype=float32), array(1.8440293, dtype=float32)]","[array(2.0135858, dtype=float32), array(1.9875195, dtype=float32), array(1.961568, dtype=float32), array(1.9352448, dtype=float32), array(1.9080613, dtype=float32), array(1.8798842, dtype=float32), array(1.8504312, dtype=float32), array(1.8192434, dtype=float32), array(1.7858665, dtype=float32), array(1.7497593, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-11 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5485232067510548, 0.3333333333333333, 0.4641350210970464, 0.4194915254237288]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.90427, dtype=float32), array(1.879327, dtype=float32), array(1.8554565, dtype=float32), array(1.832125, dtype=float32), array(1.8090645, dtype=float32), array(1.7861001, dtype=float32), array(1.7629713, dtype=float32), array(1.739314, dtype=float32), array(1.7146975, dtype=float32), array(1.6886959, dtype=float32), array(1.6609281, dtype=float32), array(1.6310499, dtype=float32), array(1.5987064, dtype=float32), array(1.5635369, dtype=float32), array(1.5251844, dtype=float32), array(1.4833242, dtype=float32), array(1.4376929, dtype=float32), array(1.3880451, dtype=float32), array(1.3341902, dtype=float32), array(1.275983, dtype=float32)]","[array(1.819493, dtype=float32), array(1.7883278, dtype=float32), array(1.757776, dtype=float32), array(1.7271016, dtype=float32), array(1.6960206, dtype=float32), array(1.6644013, dtype=float32), array(1.631969, dtype=float32), array(1.5982933, dtype=float32), array(1.5628661, dtype=float32), array(1.5251367, dtype=float32), array(1.484536, dtype=float32), array(1.4404566, dtype=float32), array(1.3922064, dtype=float32), array(1.3389912, dtype=float32), array(1.2799022, dtype=float32), array(1.2139392, dtype=float32), array(1.1400261, dtype=float32), array(1.0569898, dtype=float32), array(0.96357316, dtype=float32), array(0.85837185, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 100 num_features 20 low_dimension 5","[0.5527426160337553, 0.3291139240506329, 0.008438818565400843, 0.029661016949152543]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.9091357, dtype=float32), array(1.8391877, dtype=float32)]","[array(2.032345, dtype=float32), array(1.8245809, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 200 num_features 20 low_dimension 5","[0.5485232067510548, 0.05063291139240506, 0.08438818565400844, 0.4067796610169492]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.423728813559322]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.7998406, dtype=float32), array(1.7507267, dtype=float32), array(1.7001867, dtype=float32), array(1.6467655, dtype=float32)]","[array(1.9188185, dtype=float32), array(1.7751029, dtype=float32), array(1.6284778, dtype=float32), array(1.4751792, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 300 num_features 20 low_dimension 5","[0.1518987341772152, 0.004219409282700422, 0.25316455696202533, 0.0211864406779661]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.7524893, dtype=float32), array(1.6951386, dtype=float32), array(1.635449, dtype=float32), array(1.5710808, dtype=float32), array(1.4997118, dtype=float32), array(1.4182651, dtype=float32)]","[array(1.5309817, dtype=float32), array(1.3699067, dtype=float32), array(1.202132, dtype=float32), array(1.0208662, dtype=float32), array(0.81932807, dtype=float32), array(0.5888603, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 400 num_features 20 low_dimension 5","[0.5527426160337553, 0.1518987341772152, 0.4767932489451477, 0.05508474576271186]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.6090275, dtype=float32), array(1.5347263, dtype=float32), array(1.4561373, dtype=float32), array(1.3714123, dtype=float32), array(1.2776097, dtype=float32), array(1.1713109, dtype=float32), array(1.0484747, dtype=float32), array(0.90431505, dtype=float32)]","[array(1.2481612, dtype=float32), array(1.0367194, dtype=float32), array(0.8150839, dtype=float32), array(0.579381, dtype=float32), array(0.32154298, dtype=float32), array(0.03197777, dtype=float32), array(-0.30118155, dtype=float32), array(-0.6921673, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 500 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.02109704641350211, 0.16101694915254236]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(1.5750258, dtype=float32), array(1.497982, dtype=float32), array(1.4184365, dtype=float32), array(1.3329744, dtype=float32), array(1.2390211, dtype=float32), array(1.134094, dtype=float32), array(1.0154617, dtype=float32), array(0.8794066, dtype=float32), array(0.72142017, dtype=float32), array(0.5364928, dtype=float32)]","[array(0.7338643, dtype=float32), array(0.51626635, dtype=float32), array(0.29119468, dtype=float32), array(0.05017006, dtype=float32), array(-0.2135557, dtype=float32), array(-0.507733, dtype=float32), array(-0.84039676, dtype=float32), array(-1.222072, dtype=float32), array(-1.6654263, dtype=float32), array(-2.1846056, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-10 epochs 1000 num_features 20 low_dimension 5","[0.15611814345991562, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(2.0410287, dtype=float32), array(1.9874994, dtype=float32), array(1.931756, dtype=float32), array(1.8724086, dtype=float32), array(1.8082614, dtype=float32), array(1.7378315, dtype=float32), array(1.6600858, dtype=float32), array(1.5736065, dtype=float32), array(1.4765698, dtype=float32), array(1.3662558, dtype=float32), array(1.2397441, dtype=float32), array(1.0939772, dtype=float32), array(0.92597497, dtype=float32), array(0.73298514, dtype=float32), array(0.51246345, dtype=float32), array(0.2619139, dtype=float32), array(-0.02101409, dtype=float32), array(-0.33798885, dtype=float32), array(-0.689885, dtype=float32), array(-1.0772096, dtype=float32)]","[array(2.4527397, dtype=float32), array(2.320472, dtype=float32), array(2.1824408, dtype=float32), array(2.0340889, dtype=float32), array(1.8716, dtype=float32), array(1.6906512, dtype=float32), array(1.4882668, dtype=float32), array(1.260904, dtype=float32), array(1.0043848, dtype=float32), array(0.7115443, dtype=float32), array(0.37368834, dtype=float32), array(-0.01865733, dtype=float32), array(-0.47493303, dtype=float32), array(-1.0042306, dtype=float32), array(-1.6152941, dtype=float32), array(-2.3168385, dtype=float32), array(-3.1173506, dtype=float32), array(-4.0236416, dtype=float32), array(-5.03988, dtype=float32), array(-6.1685925, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 100 num_features 20 low_dimension 5","[0.14767932489451477, 0.3291139240506329, 0.16033755274261605, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(0.85038286, dtype=float32), array(-5.738152, dtype=float32)]","[array(-3.2335954, dtype=float32), array(-23.213406, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 200 num_features 20 low_dimension 5","[0.14767932489451477, 0.13924050632911392, 0.4767932489451477, 0.11016949152542373]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-1.0260705, dtype=float32), array(-5.608923, dtype=float32), array(-10.487865, dtype=float32), array(-15.89097, dtype=float32)]","[array(-11.938661, dtype=float32), array(-25.942614, dtype=float32), array(-40.858967, dtype=float32), array(-57.382683, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 300 num_features 20 low_dimension 5","[0.14345991561181434, 0.05063291139240506, 0.3291139240506329, 0.4025423728813559]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-19.954449, dtype=float32), array(-24.981936, dtype=float32), array(-30.301792, dtype=float32), array(-36.060997, dtype=float32), array(-42.385902, dtype=float32), array(-49.452843, dtype=float32)]","[array(-64.03822, dtype=float32), array(-79.25963, dtype=float32), array(-95.323654, dtype=float32), array(-112.69334, dtype=float32), array(-131.74126, dtype=float32), array(-152.99658, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 400 num_features 20 low_dimension 5","[0.04219409282700422, 0.004219409282700422, 0.0970464135021097, 0.4025423728813559]","[0.5485232067510548, 0.3333333333333333, 0.46835443037974683, 0.4194915254237288]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4810126582278481, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(13.3038645, dtype=float32), array(7.350288, dtype=float32), array(1.0039854, dtype=float32), array(-5.9140553, dtype=float32), array(-13.625113, dtype=float32), array(-22.43459, dtype=float32), array(-32.754395, dtype=float32), array(-44.63861, dtype=float32)]","[array(35.647808, dtype=float32), array(17.536453, dtype=float32), array(-1.7366096, dtype=float32), array(-22.705803, dtype=float32), array(-46.034477, dtype=float32), array(-72.62937, dtype=float32), array(-103.708984, dtype=float32), array(-139.5404, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 500 num_features 20 low_dimension 5","[0.15611814345991562, 0.32489451476793246, 0.16033755274261605, 0.07627118644067797]","[0.5443037974683544, 0.33755274261603374, 0.4641350210970464, 0.4152542372881356]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(3.2516017, dtype=float32), array(-3.5069058, dtype=float32), array(-10.789387, dtype=float32), array(-18.795977, dtype=float32), array(-27.713371, dtype=float32), array(-37.74704, dtype=float32), array(-49.07215, dtype=float32), array(-61.953533, dtype=float32), array(-76.75173, dtype=float32), array(-93.88016, dtype=float32)]","[array(9.103788, dtype=float32), array(-11.611, dtype=float32), array(-33.970005, dtype=float32), array(-58.55665, dtype=float32), array(-85.92266, dtype=float32), array(-116.68556, dtype=float32), array(-151.35753, dtype=float32), array(-190.73499, dtype=float32), array(-235.92238, dtype=float32), array(-288.18658, dtype=float32)]"
"trial1 nn [[15], [15]] lr 0.0001 lam 1e-08 epochs 1000 num_features 20 low_dimension 5","[0.5527426160337553, 0.32489451476793246, 0.4767932489451477, 0.4025423728813559]","[0.5485232067510548, 0.33755274261603374, 0.4641350210970464, 0.4110169491525424]","[0.5527426160337553, 0.3670886075949367, 0.4936708860759494, 0.4194915254237288]","[0.5316455696202531, 0.3628691983122363, 0.4767932489451477, 0.4194915254237288]","[0.5485232067510548, 0.3206751054852321, 0.4810126582278481, 0.4110169491525424]","[array(-2.326435, dtype=float32), array(-9.116347, dtype=float32), array(-16.378107, dtype=float32), array(-24.337946, dtype=float32), array(-33.28454, dtype=float32), array(-43.531548, dtype=float32), array(-55.46325, dtype=float32), array(-69.58657, dtype=float32), array(-86.50015, dtype=float32), array(-106.91229, dtype=float32), array(-131.52263, dtype=float32), array(-160.90309, dtype=float32), array(-195.85057, dtype=float32), array(-237.29886, dtype=float32), array(-286.26938, dtype=float32), array(-343.7908, dtype=float32), array(-410.87204, dtype=float32), array(-488.49753, dtype=float32), array(-577.6277, dtype=float32), array(-679.20886, dtype=float32)]","[array(-7.364574, dtype=float32), array(-27.824215, dtype=float32), array(-49.69172, dtype=float32), array(-73.644775, dtype=float32), array(-100.55236, dtype=float32), array(-131.36293, dtype=float32), array(-167.23744, dtype=float32), array(-209.68875, dtype=float32), array(-260.5227, dtype=float32), array(-321.88986, dtype=float32), array(-395.93378, dtype=float32), array(-484.38013, dtype=float32), array(-589.64374, dtype=float32), array(-714.55817, dtype=float32), array(-862.22974, dtype=float32), array(-1035.7975, dtype=float32), array(-1238.3453, dtype=float32), array(-1472.884, dtype=float32), array(-1742.3518, dtype=float32), array(-2049.6462, dtype=float32)]"
